id,mz_low,mz_high,Name,root_region_intensity,m/z,spec_id
364,751.5135880597933,751.5586867925689,PA(18:0/22:4(7Z_10Z_13Z_16Z)),360.8095397949219,751.5283,0706ffc2-4911-4a69-9605-629c4c8fc20a
365,750.5282969557394,750.5591895876908,PE(P-18:0/20:4(5Z_8Z_11Z_14Z)),188.69073486328125,750.544,77289dd6-c869-492a-8bb7-fc23f123ce08
366,749.4948132612574,749.5375067282849,PG(16:0/18:0),429.003173828125,749.5325,5517d554-c582-4419-9449-56b7d45ecd02
367,746.5493848461705,746.5846250676633,PE(14:0/22:0),278.3614807128906,746.5705,89f7c55c-c3fe-46a8-92ab-e1c8fdc4b5c0
368,746.4978647307147,746.5278752845103,PE(O-16:0/22:6(4Z_7Z_10Z_13Z_16Z_19Z)),169.05943298339844,746.513,83fb0dca-6948-496e-8d56-a0a76ba72967
369,745.4675672636256,745.4941853200355,PA(18:1(11Z)/22:6(4Z_7Z_10Z_13Z_16Z_19Z)),183.91246032714844,745.4814,a5a9bbf0-4422-4da0-ad85-b8f96c74430b
370,742.526710618387,742.5509800227608,PE(14:0/22:2(13Z_16Z)),392.12066650390625,742.5392,e62767f3-ea89-4324-a47c-a55ff8664985
371,740.5048927217372,740.5398283835019,PE(18:1(11Z)/18:2(9Z_12Z)),161.43045043945312,740.5244,e538b1ec-defe-42bd-9263-cfc79e3dc418
372,738.4917983167754,738.5196167953371,PE(14:0/22:4(7Z_10Z_13Z_16Z)),234.6160125732422,738.5079,938137aa-82c7-4d78-b5a5-8100484fbf3f
373,729.5304885503813,729.554966723825,PA(14:0/24:1(15Z)),146.9650421142578,729.544,c0843177-196e-4ee1-8eaa-c2a79d501aff
374,727.5110446719672,727.5548861766424,PA(14:1(9Z)/24:1(15Z)),252.82237243652344,727.5283,be3c7c7c-f26a-400c-b2fe-e55fcdb7a7e7
375,725.4924461454505,725.5243145392923,PA(16:1(9Z)/22:2(13Z_16Z)),223.20953369140625,725.5127,804c619b-5c33-425c-af5f-c407d71fb007
376,723.4822388656495,723.5089613065944,PA(16:0/22:4(7Z_10Z_13Z_16Z)),458.3922119140625,723.497,7e33e0c9-2851-4a4b-8ca4-5576ad0c9fa9
377,721.4659758320005,721.4948381559116,PA(16:0/22:5(4Z_7Z_10Z_13Z_16Z)),213.51112365722656,721.4814,0aeaebe8-a2c2-4e90-a72c-775bc706611d
378,719.4490362189797,719.4825682157627,PA(16:0/22:6(4Z_7Z_10Z_13Z_16Z_19Z)),181.3206024169922,719.4657,fce7bc58-5c32-4e8a-8357-f7872d6b878f
379,716.5114270307886,716.5347569743478,PE(18:1(11Z)/16:0),410.39654541015625,716.5245,bf83ef7d-d639-46e2-a4ac-aa9dd44c5ff0
380,714.4923032513788,714.524535558364,PE(14:0/20:2(11Z_14Z)),137.8016357421875,714.5079,60f3e884-6741-42a9-9770-fd59e78d49a0
381,697.4663858570773,697.4970585363052,PA(14:1(9Z)/22:2(13Z_16Z)),190.81825256347656,697.4814,a3b904b3-31c2-4573-83ce-519ba1d3c066
